Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A18009_001
06037101110,14000US06037101110,Census Tract 1011.10,"Census Tract 1011.10, Los Angeles County, California",ca,140,0,ACSSF,3870,,,,,6,37,,,,101110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1736
06037101122,14000US06037101122,Census Tract 1011.22,"Census Tract 1011.22, Los Angeles County, California",ca,140,0,ACSSF,3871,,,,,6,37,,,,101122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2287
06037101210,14000US06037101210,Census Tract 1012.10,"Census Tract 1012.10, Los Angeles County, California",ca,140,0,ACSSF,3872,,,,,6,37,,,,101210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422
06037101220,14000US06037101220,Census Tract 1012.20,"Census Tract 1012.20, Los Angeles County, California",ca,140,0,ACSSF,3873,,,,,6,37,,,,101220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293
06037101300,14000US06037101300,Census Tract 1013,"Census Tract 1013, Los Angeles County, California",ca,140,0,ACSSF,3874,,,,,6,37,,,,101300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2627
06037101400,14000US06037101400,Census Tract 1014,"Census Tract 1014, Los Angeles County, California",ca,140,0,ACSSF,3875,,,,,6,37,,,,101400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242
06037102103,14000US06037102103,Census Tract 1021.03,"Census Tract 1021.03, Los Angeles County, California",ca,140,0,ACSSF,3876,,,,,6,37,,,,102103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278
06037102104,14000US06037102104,Census Tract 1021.04,"Census Tract 1021.04, Los Angeles County, California",ca,140,0,ACSSF,3877,,,,,6,37,,,,102104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2226
06037102105,14000US06037102105,Census Tract 1021.05,"Census Tract 1021.05, Los Angeles County, California",ca,140,0,ACSSF,3878,,,,,6,37,,,,102105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1570
06037102107,14000US06037102107,Census Tract 1021.07,"Census Tract 1021.07, Los Angeles County, California",ca,140,0,ACSSF,3879,,,,,6,37,,,,102107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214
06037103101,14000US06037103101,Census Tract 1031.01,"Census Tract 1031.01, Los Angeles County, California",ca,140,0,ACSSF,3880,,,,,6,37,,,,103101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175
06037103102,14000US06037103102,Census Tract 1031.02,"Census Tract 1031.02, Los Angeles County, California",ca,140,0,ACSSF,3881,,,,,6,37,,,,103102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708
06037103200,14000US06037103200,Census Tract 1032,"Census Tract 1032, Los Angeles County, California",ca,140,0,ACSSF,3882,,,,,6,37,,,,103200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231
06037103300,14000US06037103300,Census Tract 1033,"Census Tract 1033, Los Angeles County, California",ca,140,0,ACSSF,3883,,,,,6,37,,,,103300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2278
06037103400,14000US06037103400,Census Tract 1034,"Census Tract 1034, Los Angeles County, California",ca,140,0,ACSSF,3884,,,,,6,37,,,,103400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760
06037104103,14000US06037104103,Census Tract 1041.03,"Census Tract 1041.03, Los Angeles County, California",ca,140,0,ACSSF,3885,,,,,6,37,,,,104103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2149
06037104105,14000US06037104105,Census Tract 1041.05,"Census Tract 1041.05, Los Angeles County, California",ca,140,0,ACSSF,3886,,,,,6,37,,,,104105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841
06037104108,14000US06037104108,Census Tract 1041.08,"Census Tract 1041.08, Los Angeles County, California",ca,140,0,ACSSF,3887,,,,,6,37,,,,104108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1436
06037104124,14000US06037104124,Census Tract 1041.24,"Census Tract 1041.24, Los Angeles County, California",ca,140,0,ACSSF,3888,,,,,6,37,,,,104124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1471
06037104201,14000US06037104201,Census Tract 1042.01,"Census Tract 1042.01, Los Angeles County, California",ca,140,0,ACSSF,3889,,,,,6,37,,,,104201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753
06037104203,14000US06037104203,Census Tract 1042.03,"Census Tract 1042.03, Los Angeles County, California",ca,140,0,ACSSF,3890,,,,,6,37,,,,104203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1553
06037104204,14000US06037104204,Census Tract 1042.04,"Census Tract 1042.04, Los Angeles County, California",ca,140,0,ACSSF,3891,,,,,6,37,,,,104204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424
06037104310,14000US06037104310,Census Tract 1043.10,"Census Tract 1043.10, Los Angeles County, California",ca,140,0,ACSSF,3892,,,,,6,37,,,,104310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2471
06037104320,14000US06037104320,Census Tract 1043.20,"Census Tract 1043.20, Los Angeles County, California",ca,140,0,ACSSF,3893,,,,,6,37,,,,104320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1183
06037104401,14000US06037104401,Census Tract 1044.01,"Census Tract 1044.01, Los Angeles County, California",ca,140,0,ACSSF,3894,,,,,6,37,,,,104401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834
06037104403,14000US06037104403,Census Tract 1044.03,"Census Tract 1044.03, Los Angeles County, California",ca,140,0,ACSSF,3895,,,,,6,37,,,,104403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1671
06037104404,14000US06037104404,Census Tract 1044.04,"Census Tract 1044.04, Los Angeles County, California",ca,140,0,ACSSF,3896,,,,,6,37,,,,104404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1509
06037104500,14000US06037104500,Census Tract 1045,"Census Tract 1045, Los Angeles County, California",ca,140,0,ACSSF,3897,,,,,6,37,,,,104500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561
06037104610,14000US06037104610,Census Tract 1046.10,"Census Tract 1046.10, Los Angeles County, California",ca,140,0,ACSSF,3898,,,,,6,37,,,,104610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1528
06037104620,14000US06037104620,Census Tract 1046.20,"Census Tract 1046.20, Los Angeles County, California",ca,140,0,ACSSF,3899,,,,,6,37,,,,104620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1789
06037104701,14000US06037104701,Census Tract 1047.01,"Census Tract 1047.01, Los Angeles County, California",ca,140,0,ACSSF,3900,,,,,6,37,,,,104701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1186
06037104703,14000US06037104703,Census Tract 1047.03,"Census Tract 1047.03, Los Angeles County, California",ca,140,0,ACSSF,3901,,,,,6,37,,,,104703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1434
06037104704,14000US06037104704,Census Tract 1047.04,"Census Tract 1047.04, Los Angeles County, California",ca,140,0,ACSSF,3902,,,,,6,37,,,,104704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505
06037104810,14000US06037104810,Census Tract 1048.10,"Census Tract 1048.10, Los Angeles County, California",ca,140,0,ACSSF,3903,,,,,6,37,,,,104810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1834
06037104821,14000US06037104821,Census Tract 1048.21,"Census Tract 1048.21, Los Angeles County, California",ca,140,0,ACSSF,3904,,,,,6,37,,,,104821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1552
06037104822,14000US06037104822,Census Tract 1048.22,"Census Tract 1048.22, Los Angeles County, California",ca,140,0,ACSSF,3905,,,,,6,37,,,,104822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1680
06037106010,14000US06037106010,Census Tract 1060.10,"Census Tract 1060.10, Los Angeles County, California",ca,140,0,ACSSF,3906,,,,,6,37,,,,106010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2188
06037106020,14000US06037106020,Census Tract 1060.20,"Census Tract 1060.20, Los Angeles County, California",ca,140,0,ACSSF,3907,,,,,6,37,,,,106020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064
06037106111,14000US06037106111,Census Tract 1061.11,"Census Tract 1061.11, Los Angeles County, California",ca,140,0,ACSSF,3908,,,,,6,37,,,,106111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728
06037106112,14000US06037106112,Census Tract 1061.12,"Census Tract 1061.12, Los Angeles County, California",ca,140,0,ACSSF,3909,,,,,6,37,,,,106112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034
06037106113,14000US06037106113,Census Tract 1061.13,"Census Tract 1061.13, Los Angeles County, California",ca,140,0,ACSSF,3910,,,,,6,37,,,,106113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928
06037106114,14000US06037106114,Census Tract 1061.14,"Census Tract 1061.14, Los Angeles County, California",ca,140,0,ACSSF,3911,,,,,6,37,,,,106114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1462
06037106403,14000US06037106403,Census Tract 1064.03,"Census Tract 1064.03, Los Angeles County, California",ca,140,0,ACSSF,3912,,,,,6,37,,,,106403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2199
06037106405,14000US06037106405,Census Tract 1064.05,"Census Tract 1064.05, Los Angeles County, California",ca,140,0,ACSSF,3913,,,,,6,37,,,,106405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420
06037106406,14000US06037106406,Census Tract 1064.06,"Census Tract 1064.06, Los Angeles County, California",ca,140,0,ACSSF,3914,,,,,6,37,,,,106406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1854
06037106407,14000US06037106407,Census Tract 1064.07,"Census Tract 1064.07, Los Angeles County, California",ca,140,0,ACSSF,3915,,,,,6,37,,,,106407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1670
06037106408,14000US06037106408,Census Tract 1064.08,"Census Tract 1064.08, Los Angeles County, California",ca,140,0,ACSSF,3916,,,,,6,37,,,,106408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1536
06037106510,14000US06037106510,Census Tract 1065.10,"Census Tract 1065.10, Los Angeles County, California",ca,140,0,ACSSF,3917,,,,,6,37,,,,106510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877
06037106520,14000US06037106520,Census Tract 1065.20,"Census Tract 1065.20, Los Angeles County, California",ca,140,0,ACSSF,3918,,,,,6,37,,,,106520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914
06037106603,14000US06037106603,Census Tract 1066.03,"Census Tract 1066.03, Los Angeles County, California",ca,140,0,ACSSF,3919,,,,,6,37,,,,106603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3641
06037106604,14000US06037106604,Census Tract 1066.04,"Census Tract 1066.04, Los Angeles County, California",ca,140,0,ACSSF,3920,,,,,6,37,,,,106604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451
06037106641,14000US06037106641,Census Tract 1066.41,"Census Tract 1066.41, Los Angeles County, California",ca,140,0,ACSSF,3921,,,,,6,37,,,,106641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3288
06037106642,14000US06037106642,Census Tract 1066.42,"Census Tract 1066.42, Los Angeles County, California",ca,140,0,ACSSF,3922,,,,,6,37,,,,106642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3777
06037106643,14000US06037106643,Census Tract 1066.43,"Census Tract 1066.43, Los Angeles County, California",ca,140,0,ACSSF,3923,,,,,6,37,,,,106643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2463
06037106645,14000US06037106645,Census Tract 1066.45,"Census Tract 1066.45, Los Angeles County, California",ca,140,0,ACSSF,3924,,,,,6,37,,,,106645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190
06037106646,14000US06037106646,Census Tract 1066.46,"Census Tract 1066.46, Los Angeles County, California",ca,140,0,ACSSF,3925,,,,,6,37,,,,106646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428
06037106648,14000US06037106648,Census Tract 1066.48,"Census Tract 1066.48, Los Angeles County, California",ca,140,0,ACSSF,3926,,,,,6,37,,,,106648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1253
06037106649,14000US06037106649,Census Tract 1066.49,"Census Tract 1066.49, Los Angeles County, California",ca,140,0,ACSSF,3927,,,,,6,37,,,,106649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1677
06037107010,14000US06037107010,Census Tract 1070.10,"Census Tract 1070.10, Los Angeles County, California",ca,140,0,ACSSF,3928,,,,,6,37,,,,107010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1853
06037107020,14000US06037107020,Census Tract 1070.20,"Census Tract 1070.20, Los Angeles County, California",ca,140,0,ACSSF,3929,,,,,6,37,,,,107020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925
06037108101,14000US06037108101,Census Tract 1081.01,"Census Tract 1081.01, Los Angeles County, California",ca,140,0,ACSSF,3930,,,,,6,37,,,,108101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3619
06037108102,14000US06037108102,Census Tract 1081.02,"Census Tract 1081.02, Los Angeles County, California",ca,140,0,ACSSF,3931,,,,,6,37,,,,108102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2734
06037108103,14000US06037108103,Census Tract 1081.03,"Census Tract 1081.03, Los Angeles County, California",ca,140,0,ACSSF,3932,,,,,6,37,,,,108103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3173
06037108104,14000US06037108104,Census Tract 1081.04,"Census Tract 1081.04, Los Angeles County, California",ca,140,0,ACSSF,3933,,,,,6,37,,,,108104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3550
06037108201,14000US06037108201,Census Tract 1082.01,"Census Tract 1082.01, Los Angeles County, California",ca,140,0,ACSSF,3934,,,,,6,37,,,,108201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3451
06037108202,14000US06037108202,Census Tract 1082.02,"Census Tract 1082.02, Los Angeles County, California",ca,140,0,ACSSF,3935,,,,,6,37,,,,108202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2088
06037109100,14000US06037109100,Census Tract 1091,"Census Tract 1091, Los Angeles County, California",ca,140,0,ACSSF,3936,,,,,6,37,,,,109100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320
06037109200,14000US06037109200,Census Tract 1092,"Census Tract 1092, Los Angeles County, California",ca,140,0,ACSSF,3937,,,,,6,37,,,,109200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2369
06037109300,14000US06037109300,Census Tract 1093,"Census Tract 1093, Los Angeles County, California",ca,140,0,ACSSF,3938,,,,,6,37,,,,109300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900
06037109400,14000US06037109400,Census Tract 1094,"Census Tract 1094, Los Angeles County, California",ca,140,0,ACSSF,3939,,,,,6,37,,,,109400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991
06037109500,14000US06037109500,Census Tract 1095,"Census Tract 1095, Los Angeles County, California",ca,140,0,ACSSF,3940,,,,,6,37,,,,109500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1608
06037109601,14000US06037109601,Census Tract 1096.01,"Census Tract 1096.01, Los Angeles County, California",ca,140,0,ACSSF,3941,,,,,6,37,,,,109601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2963
06037109603,14000US06037109603,Census Tract 1096.03,"Census Tract 1096.03, Los Angeles County, California",ca,140,0,ACSSF,3942,,,,,6,37,,,,109603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1529
06037109604,14000US06037109604,Census Tract 1096.04,"Census Tract 1096.04, Los Angeles County, California",ca,140,0,ACSSF,3943,,,,,6,37,,,,109604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312
06037109700,14000US06037109700,Census Tract 1097,"Census Tract 1097, Los Angeles County, California",ca,140,0,ACSSF,3944,,,,,6,37,,,,109700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488
06037109800,14000US06037109800,Census Tract 1098,"Census Tract 1098, Los Angeles County, California",ca,140,0,ACSSF,3945,,,,,6,37,,,,109800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2080
06037111100,14000US06037111100,Census Tract 1111,"Census Tract 1111, Los Angeles County, California",ca,140,0,ACSSF,3946,,,,,6,37,,,,111100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2066
06037111201,14000US06037111201,Census Tract 1112.01,"Census Tract 1112.01, Los Angeles County, California",ca,140,0,ACSSF,3947,,,,,6,37,,,,111201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2351
06037111202,14000US06037111202,Census Tract 1112.02,"Census Tract 1112.02, Los Angeles County, California",ca,140,0,ACSSF,3948,,,,,6,37,,,,111202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1896
06037111204,14000US06037111204,Census Tract 1112.04,"Census Tract 1112.04, Los Angeles County, California",ca,140,0,ACSSF,3949,,,,,6,37,,,,111204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3411
06037111205,14000US06037111205,Census Tract 1112.05,"Census Tract 1112.05, Los Angeles County, California",ca,140,0,ACSSF,3950,,,,,6,37,,,,111205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403
06037111206,14000US06037111206,Census Tract 1112.06,"Census Tract 1112.06, Los Angeles County, California",ca,140,0,ACSSF,3951,,,,,6,37,,,,111206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06037111301,14000US06037111301,Census Tract 1113.01,"Census Tract 1113.01, Los Angeles County, California",ca,140,0,ACSSF,3952,,,,,6,37,,,,111301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1640
06037111302,14000US06037111302,Census Tract 1113.02,"Census Tract 1113.02, Los Angeles County, California",ca,140,0,ACSSF,3953,,,,,6,37,,,,111302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820
06037111400,14000US06037111400,Census Tract 1114,"Census Tract 1114, Los Angeles County, California",ca,140,0,ACSSF,3954,,,,,6,37,,,,111400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1368
06037113101,14000US06037113101,Census Tract 1131.01,"Census Tract 1131.01, Los Angeles County, California",ca,140,0,ACSSF,3955,,,,,6,37,,,,113101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147
06037113102,14000US06037113102,Census Tract 1131.02,"Census Tract 1131.02, Los Angeles County, California",ca,140,0,ACSSF,3956,,,,,6,37,,,,113102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2852
06037113211,14000US06037113211,Census Tract 1132.11,"Census Tract 1132.11, Los Angeles County, California",ca,140,0,ACSSF,3957,,,,,6,37,,,,113211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364
06037113212,14000US06037113212,Census Tract 1132.12,"Census Tract 1132.12, Los Angeles County, California",ca,140,0,ACSSF,3958,,,,,6,37,,,,113212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2263
06037113213,14000US06037113213,Census Tract 1132.13,"Census Tract 1132.13, Los Angeles County, California",ca,140,0,ACSSF,3959,,,,,6,37,,,,113213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875
06037113231,14000US06037113231,Census Tract 1132.31,"Census Tract 1132.31, Los Angeles County, California",ca,140,0,ACSSF,3960,,,,,6,37,,,,113231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631
06037113232,14000US06037113232,Census Tract 1132.32,"Census Tract 1132.32, Los Angeles County, California",ca,140,0,ACSSF,3961,,,,,6,37,,,,113232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3316
06037113233,14000US06037113233,Census Tract 1132.33,"Census Tract 1132.33, Los Angeles County, California",ca,140,0,ACSSF,3962,,,,,6,37,,,,113233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329
06037113234,14000US06037113234,Census Tract 1132.34,"Census Tract 1132.34, Los Angeles County, California",ca,140,0,ACSSF,3963,,,,,6,37,,,,113234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417
06037113235,14000US06037113235,Census Tract 1132.35,"Census Tract 1132.35, Los Angeles County, California",ca,140,0,ACSSF,3964,,,,,6,37,,,,113235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2273
06037113237,14000US06037113237,Census Tract 1132.37,"Census Tract 1132.37, Los Angeles County, California",ca,140,0,ACSSF,3965,,,,,6,37,,,,113237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019
06037113301,14000US06037113301,Census Tract 1133.01,"Census Tract 1133.01, Los Angeles County, California",ca,140,0,ACSSF,3966,,,,,6,37,,,,113301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501
06037113303,14000US06037113303,Census Tract 1133.03,"Census Tract 1133.03, Los Angeles County, California",ca,140,0,ACSSF,3967,,,,,6,37,,,,113303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946
06037113321,14000US06037113321,Census Tract 1133.21,"Census Tract 1133.21, Los Angeles County, California",ca,140,0,ACSSF,3968,,,,,6,37,,,,113321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754
06037113322,14000US06037113322,Census Tract 1133.22,"Census Tract 1133.22, Los Angeles County, California",ca,140,0,ACSSF,3969,,,,,6,37,,,,113322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2256
06037113401,14000US06037113401,Census Tract 1134.01,"Census Tract 1134.01, Los Angeles County, California",ca,140,0,ACSSF,3970,,,,,6,37,,,,113401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1689
06037113421,14000US06037113421,Census Tract 1134.21,"Census Tract 1134.21, Los Angeles County, California",ca,140,0,ACSSF,3971,,,,,6,37,,,,113421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757
06037113422,14000US06037113422,Census Tract 1134.22,"Census Tract 1134.22, Los Angeles County, California",ca,140,0,ACSSF,3972,,,,,6,37,,,,113422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1687
06037115101,14000US06037115101,Census Tract 1151.01,"Census Tract 1151.01, Los Angeles County, California",ca,140,0,ACSSF,3973,,,,,6,37,,,,115101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596
06037115103,14000US06037115103,Census Tract 1151.03,"Census Tract 1151.03, Los Angeles County, California",ca,140,0,ACSSF,3974,,,,,6,37,,,,115103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806
06037115104,14000US06037115104,Census Tract 1151.04,"Census Tract 1151.04, Los Angeles County, California",ca,140,0,ACSSF,3975,,,,,6,37,,,,115104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1703
06037115201,14000US06037115201,Census Tract 1152.01,"Census Tract 1152.01, Los Angeles County, California",ca,140,0,ACSSF,3976,,,,,6,37,,,,115201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1694
06037115202,14000US06037115202,Census Tract 1152.02,"Census Tract 1152.02, Los Angeles County, California",ca,140,0,ACSSF,3977,,,,,6,37,,,,115202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598
06037115301,14000US06037115301,Census Tract 1153.01,"Census Tract 1153.01, Los Angeles County, California",ca,140,0,ACSSF,3978,,,,,6,37,,,,115301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929
06037115302,14000US06037115302,Census Tract 1153.02,"Census Tract 1153.02, Los Angeles County, California",ca,140,0,ACSSF,3979,,,,,6,37,,,,115302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1506
06037115401,14000US06037115401,Census Tract 1154.01,"Census Tract 1154.01, Los Angeles County, California",ca,140,0,ACSSF,3980,,,,,6,37,,,,115401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393
06037115403,14000US06037115403,Census Tract 1154.03,"Census Tract 1154.03, Los Angeles County, California",ca,140,0,ACSSF,3981,,,,,6,37,,,,115403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355
06037115404,14000US06037115404,Census Tract 1154.04,"Census Tract 1154.04, Los Angeles County, California",ca,140,0,ACSSF,3982,,,,,6,37,,,,115404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497
06037117101,14000US06037117101,Census Tract 1171.01,"Census Tract 1171.01, Los Angeles County, California",ca,140,0,ACSSF,3983,,,,,6,37,,,,117101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1508
06037117102,14000US06037117102,Census Tract 1171.02,"Census Tract 1171.02, Los Angeles County, California",ca,140,0,ACSSF,3984,,,,,6,37,,,,117102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1786
06037117201,14000US06037117201,Census Tract 1172.01,"Census Tract 1172.01, Los Angeles County, California",ca,140,0,ACSSF,3985,,,,,6,37,,,,117201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252
06037117202,14000US06037117202,Census Tract 1172.02,"Census Tract 1172.02, Los Angeles County, California",ca,140,0,ACSSF,3986,,,,,6,37,,,,117202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
