Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"06037188202","Census Tract 1882.02, Los Angeles County, California","Census Tract 1882.02, Los Angeles County, California","ca","140","00","ACSSF","0017154",,,,,"06","037",,,,"188202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188202",,,"758731","0",2513,1746,73,0,494,0,117,83
"06037188300","Census Tract 1883, Los Angeles County, California","Census Tract 1883, Los Angeles County, California","ca","140","00","ACSSF","0017155",,,,,"06","037",,,,"188300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037188300",,,"905654","17206",3571,2216,24,0,842,11,362,116
"06037189101","Census Tract 1891.01, Los Angeles County, California","Census Tract 1891.01, Los Angeles County, California","ca","140","00","ACSSF","0017156",,,,,"06","037",,,,"189101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189101",,,"395232","0",3001,2153,235,0,460,0,153,0
"06037189102","Census Tract 1891.02, Los Angeles County, California","Census Tract 1891.02, Los Angeles County, California","ca","140","00","ACSSF","0017157",,,,,"06","037",,,,"189102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189102",,,"624381","0",2880,2333,14,7,408,13,71,34
"06037189201","Census Tract 1892.01, Los Angeles County, California","Census Tract 1892.01, Los Angeles County, California","ca","140","00","ACSSF","0017158",,,,,"06","037",,,,"189201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189201",,,"325702","0",3115,2300,118,0,304,0,233,160
"06037189202","Census Tract 1892.02, Los Angeles County, California","Census Tract 1892.02, Los Angeles County, California","ca","140","00","ACSSF","0017159",,,,,"06","037",,,,"189202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189202",,,"1032930","0",2610,2001,0,9,314,0,232,54
"06037189300","Census Tract 1893, Los Angeles County, California","Census Tract 1893, Los Angeles County, California","ca","140","00","ACSSF","0017160",,,,,"06","037",,,,"189300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189300",,,"1899970","0",3019,2364,72,0,338,21,172,52
"06037189400","Census Tract 1894, Los Angeles County, California","Census Tract 1894, Los Angeles County, California","ca","140","00","ACSSF","0017161",,,,,"06","037",,,,"189400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189400",,,"1446822","0",3313,2825,119,0,290,0,19,60
"06037189600","Census Tract 1896, Los Angeles County, California","Census Tract 1896, Los Angeles County, California","ca","140","00","ACSSF","0017163",,,,,"06","037",,,,"189600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189600",,,"1080544","0",3721,2815,428,0,238,0,75,165
"06037189702","Census Tract 1897.02, Los Angeles County, California","Census Tract 1897.02, Los Angeles County, California","ca","140","00","ACSSF","0017165",,,,,"06","037",,,,"189702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189702",,,"1460889","0",2462,2004,118,34,161,0,12,133
"06037189903","Census Tract 1899.03, Los Angeles County, California","Census Tract 1899.03, Los Angeles County, California","ca","140","00","ACSSF","0017168",,,,,"06","037",,,,"189903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189903",,,"83969","0",2129,1861,147,0,37,0,76,8
"06037189904","Census Tract 1899.04, Los Angeles County, California","Census Tract 1899.04, Los Angeles County, California","ca","140","00","ACSSF","0017169",,,,,"06","037",,,,"189904",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189904",,,"159603","0",2364,1819,150,0,212,0,99,84
"06037189905","Census Tract 1899.05, Los Angeles County, California","Census Tract 1899.05, Los Angeles County, California","ca","140","00","ACSSF","0017170",,,,,"06","037",,,,"189905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037189905",,,"258366","0",2292,1985,40,26,63,0,104,74
"06037190201","Census Tract 1902.01, Los Angeles County, California","Census Tract 1902.01, Los Angeles County, California","ca","140","00","ACSSF","0017172",,,,,"06","037",,,,"190201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190201",,,"226860","0",2789,1743,35,0,154,0,825,32
"06037190202","Census Tract 1902.02, Los Angeles County, California","Census Tract 1902.02, Los Angeles County, California","ca","140","00","ACSSF","0017173",,,,,"06","037",,,,"190202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190202",,,"211371","0",3347,1683,406,14,229,31,780,204
"06037190401","Census Tract 1904.01, Los Angeles County, California","Census Tract 1904.01, Los Angeles County, California","ca","140","00","ACSSF","0017175",,,,,"06","037",,,,"190401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190401",,,"166929","0",3131,1967,95,11,441,0,490,127
"06037190402","Census Tract 1904.02, Los Angeles County, California","Census Tract 1904.02, Los Angeles County, California","ca","140","00","ACSSF","0017176",,,,,"06","037",,,,"190402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190402",,,"157146","0",2132,1735,34,0,276,0,40,47
"06037190510","Census Tract 1905.10, Los Angeles County, California","Census Tract 1905.10, Los Angeles County, California","ca","140","00","ACSSF","0017177",,,,,"06","037",,,,"190510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190510",,,"318392","0",4125,1849,422,56,346,0,1275,177
"06037190520","Census Tract 1905.20, Los Angeles County, California","Census Tract 1905.20, Los Angeles County, California","ca","140","00","ACSSF","0017178",,,,,"06","037",,,,"190520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190520",,,"243960","0",3844,2193,10,0,607,0,920,114
"06037190801","Census Tract 1908.01, Los Angeles County, California","Census Tract 1908.01, Los Angeles County, California","ca","140","00","ACSSF","0017180",,,,,"06","037",,,,"190801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190801",,,"324191","0",2950,1423,318,15,467,0,674,53
"06037190802","Census Tract 1908.02, Los Angeles County, California","Census Tract 1908.02, Los Angeles County, California","ca","140","00","ACSSF","0017181",,,,,"06","037",,,,"190802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190802",,,"486762","0",3328,1711,0,0,357,0,1094,166
"06037190901","Census Tract 1909.01, Los Angeles County, California","Census Tract 1909.01, Los Angeles County, California","ca","140","00","ACSSF","0017182",,,,,"06","037",,,,"190901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190901",,,"490200","0",4338,1676,280,80,42,0,2230,30
"06037190902","Census Tract 1909.02, Los Angeles County, California","Census Tract 1909.02, Los Angeles County, California","ca","140","00","ACSSF","0017183",,,,,"06","037",,,,"190902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037190902",,,"486994","0",3862,1824,222,16,327,0,1344,129
"06037191000","Census Tract 1910, Los Angeles County, California","Census Tract 1910, Los Angeles County, California","ca","140","00","ACSSF","0017184",,,,,"06","037",,,,"191000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191000",,,"648712","0",3077,1346,81,49,304,25,1186,86
"06037191110","Census Tract 1911.10, Los Angeles County, California","Census Tract 1911.10, Los Angeles County, California","ca","140","00","ACSSF","0017185",,,,,"06","037",,,,"191110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191110",,,"272751","0",4225,2712,254,0,611,0,599,49
"06037191120","Census Tract 1911.20, Los Angeles County, California","Census Tract 1911.20, Los Angeles County, California","ca","140","00","ACSSF","0017186",,,,,"06","037",,,,"191120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191120",,,"379659","0",4083,2217,313,19,310,0,1141,83
"06037191201","Census Tract 1912.01, Los Angeles County, California","Census Tract 1912.01, Los Angeles County, California","ca","140","00","ACSSF","0017187",,,,,"06","037",,,,"191201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191201",,,"572281","0",4533,2559,176,0,708,0,1049,41
"06037191203","Census Tract 1912.03, Los Angeles County, California","Census Tract 1912.03, Los Angeles County, California","ca","140","00","ACSSF","0017188",,,,,"06","037",,,,"191203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191203",,,"205208","0",2646,1086,73,0,440,0,935,112
"06037191204","Census Tract 1912.04, Los Angeles County, California","Census Tract 1912.04, Los Angeles County, California","ca","140","00","ACSSF","0017189",,,,,"06","037",,,,"191204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191204",,,"201086","0",1906,787,116,15,427,0,513,48
"06037191301","Census Tract 1913.01, Los Angeles County, California","Census Tract 1913.01, Los Angeles County, California","ca","140","00","ACSSF","0017190",,,,,"06","037",,,,"191301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191301",,,"273535","0",2655,909,280,0,404,1,958,103
"06037191302","Census Tract 1913.02, Los Angeles County, California","Census Tract 1913.02, Los Angeles County, California","ca","140","00","ACSSF","0017191",,,,,"06","037",,,,"191302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191302",,,"422484","0",2396,1009,23,0,744,0,600,20
"06037191410","Census Tract 1914.10, Los Angeles County, California","Census Tract 1914.10, Los Angeles County, California","ca","140","00","ACSSF","0017192",,,,,"06","037",,,,"191410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191410",,,"311385","0",5354,1308,266,0,735,0,2972,73
"06037191420","Census Tract 1914.20, Los Angeles County, California","Census Tract 1914.20, Los Angeles County, California","ca","140","00","ACSSF","0017193",,,,,"06","037",,,,"191420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191420",,,"227178","0",3632,1184,82,0,431,0,1682,253
"06037191500","Census Tract 1915, Los Angeles County, California","Census Tract 1915, Los Angeles County, California","ca","140","00","ACSSF","0017194",,,,,"06","037",,,,"191500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191500",,,"641385","0",5613,1758,90,38,985,0,2742,0
"06037191610","Census Tract 1916.10, Los Angeles County, California","Census Tract 1916.10, Los Angeles County, California","ca","140","00","ACSSF","0017195",,,,,"06","037",,,,"191610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191610",,,"417582","0",4412,1054,99,47,686,0,2340,186
"06037191620","Census Tract 1916.20, Los Angeles County, California","Census Tract 1916.20, Los Angeles County, California","ca","140","00","ACSSF","0017196",,,,,"06","037",,,,"191620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191620",,,"229193","0",2660,1322,44,0,285,0,844,165
"06037191710","Census Tract 1917.10, Los Angeles County, California","Census Tract 1917.10, Los Angeles County, California","ca","140","00","ACSSF","0017197",,,,,"06","037",,,,"191710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191710",,,"705302","3325",2857,984,108,0,364,0,1401,0
"06037191720","Census Tract 1917.20, Los Angeles County, California","Census Tract 1917.20, Los Angeles County, California","ca","140","00","ACSSF","0017198",,,,,"06","037",,,,"191720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191720",,,"264327","0",4350,749,229,16,433,0,2897,26
"06037191810","Census Tract 1918.10, Los Angeles County, California","Census Tract 1918.10, Los Angeles County, California","ca","140","00","ACSSF","0017199",,,,,"06","037",,,,"191810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191810",,,"404246","0",3462,1413,86,29,186,8,1651,89
"06037191820","Census Tract 1918.20, Los Angeles County, California","Census Tract 1918.20, Los Angeles County, California","ca","140","00","ACSSF","0017200",,,,,"06","037",,,,"191820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191820",,,"404735","0",2813,1041,142,0,237,0,1332,61
"06037191901","Census Tract 1919.01, Los Angeles County, California","Census Tract 1919.01, Los Angeles County, California","ca","140","00","ACSSF","0017201",,,,,"06","037",,,,"191901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191901",,,"773162","0",4022,2817,306,0,177,0,560,162
"06037191902","Census Tract 1919.02, Los Angeles County, California","Census Tract 1919.02, Los Angeles County, California","ca","140","00","ACSSF","0017202",,,,,"06","037",,,,"191902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037191902",,,"726301","0",3305,2326,269,0,175,0,265,270
"06037192001","Census Tract 1920.01, Los Angeles County, California","Census Tract 1920.01, Los Angeles County, California","ca","140","00","ACSSF","0017203",,,,,"06","037",,,,"192001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192001",,,"530778","0",2182,1473,235,0,124,0,161,189
"06037192002","Census Tract 1920.02, Los Angeles County, California","Census Tract 1920.02, Los Angeles County, California","ca","140","00","ACSSF","0017204",,,,,"06","037",,,,"192002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192002",,,"858326","0",2442,1858,99,69,200,0,124,92
"06037192300","Census Tract 1923, Los Angeles County, California","Census Tract 1923, Los Angeles County, California","ca","140","00","ACSSF","0017205",,,,,"06","037",,,,"192300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192300",,,"879494","0",2685,1753,111,0,511,0,156,154
"06037192410","Census Tract 1924.10, Los Angeles County, California","Census Tract 1924.10, Los Angeles County, California","ca","140","00","ACSSF","0017206",,,,,"06","037",,,,"192410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192410",,,"683899","0",3653,2027,116,0,838,0,628,44
"06037192420","Census Tract 1924.20, Los Angeles County, California","Census Tract 1924.20, Los Angeles County, California","ca","140","00","ACSSF","0017207",,,,,"06","037",,,,"192420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192420",,,"324906","0",3769,1074,51,5,1566,30,962,81
"06037192510","Census Tract 1925.10, Los Angeles County, California","Census Tract 1925.10, Los Angeles County, California","ca","140","00","ACSSF","0017208",,,,,"06","037",,,,"192510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192510",,,"340750","0",4050,566,8,0,2105,0,1331,40
"06037192520","Census Tract 1925.20, Los Angeles County, California","Census Tract 1925.20, Los Angeles County, California","ca","140","00","ACSSF","0017209",,,,,"06","037",,,,"192520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192520",,,"307802","0",5289,1653,26,0,820,0,2699,91
"06037192610","Census Tract 1926.10, Los Angeles County, California","Census Tract 1926.10, Los Angeles County, California","ca","140","00","ACSSF","0017210",,,,,"06","037",,,,"192610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192610",,,"415408","0",4642,1601,60,11,651,37,2199,83
"06037192620","Census Tract 1926.20, Los Angeles County, California","Census Tract 1926.20, Los Angeles County, California","ca","140","00","ACSSF","0017211",,,,,"06","037",,,,"192620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192620",,,"243560","0",3773,1115,118,53,854,0,1586,47
"06037192700","Census Tract 1927, Los Angeles County, California","Census Tract 1927, Los Angeles County, California","ca","140","00","ACSSF","0017212",,,,,"06","037",,,,"192700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037192700",,,"531207","0",3275,1136,179,20,723,0,1085,132
"06037194101","Census Tract 1941.01, Los Angeles County, California","Census Tract 1941.01, Los Angeles County, California","ca","140","00","ACSSF","0017213",,,,,"06","037",,,,"194101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194101",,,"2542750","0",2922,2310,230,0,136,0,62,184
"06037194102","Census Tract 1941.02, Los Angeles County, California","Census Tract 1941.02, Los Angeles County, California","ca","140","00","ACSSF","0017214",,,,,"06","037",,,,"194102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194102",,,"3500507","3009",3259,2808,178,0,201,0,16,56
"06037194200","Census Tract 1942, Los Angeles County, California","Census Tract 1942, Los Angeles County, California","ca","140","00","ACSSF","0017215",,,,,"06","037",,,,"194200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194200",,,"2603223","0",3293,2969,18,14,141,0,52,99
"06037194300","Census Tract 1943, Los Angeles County, California","Census Tract 1943, Los Angeles County, California","ca","140","00","ACSSF","0017216",,,,,"06","037",,,,"194300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194300",,,"2469199","0",3227,2980,51,9,114,0,10,63
"06037194401","Census Tract 1944.01, Los Angeles County, California","Census Tract 1944.01, Los Angeles County, California","ca","140","00","ACSSF","0017217",,,,,"06","037",,,,"194401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194401",,,"465758","0",2347,1945,53,0,49,0,167,133
"06037194402","Census Tract 1944.02, Los Angeles County, California","Census Tract 1944.02, Los Angeles County, California","ca","140","00","ACSSF","0017218",,,,,"06","037",,,,"194402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194402",,,"589166","0",3529,2917,162,0,73,0,24,353
"06037194500","Census Tract 1945, Los Angeles County, California","Census Tract 1945, Los Angeles County, California","ca","140","00","ACSSF","0017219",,,,,"06","037",,,,"194500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037194500",,,"685342","0",2065,1706,28,10,232,0,32,57
"06037195100","Census Tract 1951, Los Angeles County, California","Census Tract 1951, Los Angeles County, California","ca","140","00","ACSSF","0017220",,,,,"06","037",,,,"195100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195100",,,"1566364","329063",5201,3709,179,0,920,0,225,168
"06037195201","Census Tract 1952.01, Los Angeles County, California","Census Tract 1952.01, Los Angeles County, California","ca","140","00","ACSSF","0017221",,,,,"06","037",,,,"195201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195201",,,"600825","0",2871,2453,21,0,222,0,102,73
"06037195202","Census Tract 1952.02, Los Angeles County, California","Census Tract 1952.02, Los Angeles County, California","ca","140","00","ACSSF","0017222",,,,,"06","037",,,,"195202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195202",,,"877981","0",3174,2518,61,0,488,0,32,75
"06037195300","Census Tract 1953, Los Angeles County, California","Census Tract 1953, Los Angeles County, California","ca","140","00","ACSSF","0017223",,,,,"06","037",,,,"195300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195300",,,"580349","0",3113,2063,79,11,511,0,394,55
"06037195400","Census Tract 1954, Los Angeles County, California","Census Tract 1954, Los Angeles County, California","ca","140","00","ACSSF","0017224",,,,,"06","037",,,,"195400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195400",,,"1030284","0",4354,2826,123,0,682,0,515,208
"06037195500","Census Tract 1955, Los Angeles County, California","Census Tract 1955, Los Angeles County, California","ca","140","00","ACSSF","0017225",,,,,"06","037",,,,"195500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195500",,,"1215206","0",5721,2923,144,9,1771,0,645,229
"06037195600","Census Tract 1956, Los Angeles County, California","Census Tract 1956, Los Angeles County, California","ca","140","00","ACSSF","0017226",,,,,"06","037",,,,"195600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195600",,,"527584","0",3440,1636,77,29,634,0,1000,64
"06037195710","Census Tract 1957.10, Los Angeles County, California","Census Tract 1957.10, Los Angeles County, California","ca","140","00","ACSSF","0017227",,,,,"06","037",,,,"195710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195710",,,"483406","0",4975,2061,250,13,597,0,1913,141
"06037195720","Census Tract 1957.20, Los Angeles County, California","Census Tract 1957.20, Los Angeles County, California","ca","140","00","ACSSF","0017228",,,,,"06","037",,,,"195720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195720",,,"288545","0",2229,1177,31,17,296,0,645,63
"06037195802","Census Tract 1958.02, Los Angeles County, California","Census Tract 1958.02, Los Angeles County, California","ca","140","00","ACSSF","0017229",,,,,"06","037",,,,"195802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195802",,,"402515","0",2424,846,14,0,713,62,678,111
"06037195803","Census Tract 1958.03, Los Angeles County, California","Census Tract 1958.03, Los Angeles County, California","ca","140","00","ACSSF","0017230",,,,,"06","037",,,,"195803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195803",,,"377392","0",2745,1473,163,70,457,0,464,118
"06037195804","Census Tract 1958.04, Los Angeles County, California","Census Tract 1958.04, Los Angeles County, California","ca","140","00","ACSSF","0017231",,,,,"06","037",,,,"195804",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195804",,,"335855","0",3124,2142,61,0,210,0,628,83
"06037195901","Census Tract 1959.01, Los Angeles County, California","Census Tract 1959.01, Los Angeles County, California","ca","140","00","ACSSF","0017232",,,,,"06","037",,,,"195901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195901",,,"290880","0",2325,1208,159,0,287,0,430,241
"06037195902","Census Tract 1959.02, Los Angeles County, California","Census Tract 1959.02, Los Angeles County, California","ca","140","00","ACSSF","0017233",,,,,"06","037",,,,"195902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195902",,,"331572","16124",1894,1231,31,0,161,0,372,99
"06037195903","Census Tract 1959.03, Los Angeles County, California","Census Tract 1959.03, Los Angeles County, California","ca","140","00","ACSSF","0017234",,,,,"06","037",,,,"195903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037195903",,,"238084","0",2613,1178,129,25,403,13,734,131
"06037197200","Census Tract 1972, Los Angeles County, California","Census Tract 1972, Los Angeles County, California","ca","140","00","ACSSF","0017235",,,,,"06","037",,,,"197200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197200",,,"746532","33027",3708,1262,42,0,1467,12,803,122
"06037197300","Census Tract 1973, Los Angeles County, California","Census Tract 1973, Los Angeles County, California","ca","140","00","ACSSF","0017236",,,,,"06","037",,,,"197300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197300",,,"654246","0",3697,1658,31,0,675,0,1260,73
"06037197410","Census Tract 1974.10, Los Angeles County, California","Census Tract 1974.10, Los Angeles County, California","ca","140","00","ACSSF","0017237",,,,,"06","037",,,,"197410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197410",,,"1393831","0",3697,2510,59,19,451,0,641,17
"06037197420","Census Tract 1974.20, Los Angeles County, California","Census Tract 1974.20, Los Angeles County, California","ca","140","00","ACSSF","0017238",,,,,"06","037",,,,"197420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197420",,,"615579","0",3789,2117,78,46,400,9,983,156
"06037197500","Census Tract 1975, Los Angeles County, California","Census Tract 1975, Los Angeles County, California","ca","140","00","ACSSF","0017239",,,,,"06","037",,,,"197500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197500",,,"581661","58811",3915,2330,28,32,174,0,1288,63
"06037197600","Census Tract 1976, Los Angeles County, California","Census Tract 1976, Los Angeles County, California","ca","140","00","ACSSF","0017240",,,,,"06","037",,,,"197600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197600",,,"388300","0",2152,942,51,0,795,49,207,108
"06037197700","Census Tract 1977, Los Angeles County, California","Census Tract 1977, Los Angeles County, California","ca","140","00","ACSSF","0017241",,,,,"06","037",,,,"197700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037197700",,,"701770","0",5488,1540,38,0,3027,0,843,40
"06037199110","Census Tract 1991.10, Los Angeles County, California","Census Tract 1991.10, Los Angeles County, California","ca","140","00","ACSSF","0017243",,,,,"06","037",,,,"199110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199110",,,"902100","0",2953,1282,41,0,242,0,1324,64
"06037199120","Census Tract 1991.20, Los Angeles County, California","Census Tract 1991.20, Los Angeles County, California","ca","140","00","ACSSF","0017244",,,,,"06","037",,,,"199120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199120",,,"943119","18746",4163,637,77,0,1275,9,2067,98
"06037199201","Census Tract 1992.01, Los Angeles County, California","Census Tract 1992.01, Los Angeles County, California","ca","140","00","ACSSF","0017245",,,,,"06","037",,,,"199201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199201",,,"395192","0",4615,1258,0,13,1010,0,2277,57
"06037199202","Census Tract 1992.02, Los Angeles County, California","Census Tract 1992.02, Los Angeles County, California","ca","140","00","ACSSF","0017246",,,,,"06","037",,,,"199202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199202",,,"954105","0",2373,1013,61,0,105,0,1097,97
"06037199300","Census Tract 1993, Los Angeles County, California","Census Tract 1993, Los Angeles County, California","ca","140","00","ACSSF","0017247",,,,,"06","037",,,,"199300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199300",,,"2549727","41790",4059,2371,142,133,533,0,829,51
"06037199400","Census Tract 1994, Los Angeles County, California","Census Tract 1994, Los Angeles County, California","ca","140","00","ACSSF","0017248",,,,,"06","037",,,,"199400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199400",,,"669970","27135",4593,1351,37,67,834,0,2284,20
"06037199700","Census Tract 1997, Los Angeles County, California","Census Tract 1997, Los Angeles County, California","ca","140","00","ACSSF","0017249",,,,,"06","037",,,,"199700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199700",,,"937115","33464",3322,1707,45,30,491,0,925,124
"06037199900","Census Tract 1999, Los Angeles County, California","Census Tract 1999, Los Angeles County, California","ca","140","00","ACSSF","0017251",,,,,"06","037",,,,"199900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037199900",,,"443011","0",2620,997,86,6,275,0,1209,47
