Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"06037103102","Census Tract 1031.02, Los Angeles County, California","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0016770",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103102",,,"1241030","0",4470,2965,43,10,636,27,758,31
"06037103300","Census Tract 1033, Los Angeles County, California","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0016772",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037103300",,,"6142030","0",3378,2865,38,0,235,0,149,91
"06037104103","Census Tract 1041.03, Los Angeles County, California","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0016774",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104103",,,"949117","0",3526,1107,640,28,429,7,1101,214
"06037104105","Census Tract 1041.05, Los Angeles County, California","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0016775",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104105",,,"584676","0",5692,3244,392,47,115,0,1657,237
"06037104108","Census Tract 1041.08, Los Angeles County, California","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0016776",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104108",,,"1096680","0",4994,2394,521,21,110,0,1873,75
"06037104124","Census Tract 1041.24, Los Angeles County, California","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0016777",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104124",,,"4480071","977",3624,1890,872,10,60,9,621,162
"06037104201","Census Tract 1042.01, Los Angeles County, California","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0016778",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104201",,,"1090105","0",4336,2775,369,38,30,0,1062,62
"06037104203","Census Tract 1042.03, Los Angeles County, California","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0016779",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104203",,,"707955","0",4513,2503,565,34,21,0,1348,42
"06037104204","Census Tract 1042.04, Los Angeles County, California","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0016780",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104204",,,"2663034","3735",3137,1378,138,37,349,0,1109,126
"06037104310","Census Tract 1043.10, Los Angeles County, California","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0016781",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104310",,,"1508623","0",4937,3032,257,5,0,0,1606,37
"06037104401","Census Tract 1044.01, Los Angeles County, California","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0016783",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104401",,,"681115","0",3115,1814,11,77,0,0,1179,34
"06037104403","Census Tract 1044.03, Los Angeles County, California","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0016784",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104403",,,"696768","0",3181,1607,7,0,17,0,1525,25
"06037104404","Census Tract 1044.04, Los Angeles County, California","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0016785",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104404",,,"539620","0",2902,1611,7,0,32,0,1212,40
"06037104500","Census Tract 1045, Los Angeles County, California","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0016786",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104500",,,"531003","0",2724,2033,0,0,0,0,648,43
"06037104610","Census Tract 1046.10, Los Angeles County, California","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0016787",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104610",,,"592138","0",3044,1434,0,0,10,0,1516,84
"06037104620","Census Tract 1046.20, Los Angeles County, California","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0016788",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104620",,,"531171","0",3017,1657,0,7,0,0,1186,167
"06037104701","Census Tract 1047.01, Los Angeles County, California","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0016789",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104701",,,"550502","0",4159,2335,171,23,15,0,1615,0
"06037104703","Census Tract 1047.03, Los Angeles County, California","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0016790",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104703",,,"1169842","0",2512,1649,0,18,102,11,706,26
"06037104704","Census Tract 1047.04, Los Angeles County, California","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0016791",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104704",,,"1662658","0",3837,1813,687,0,145,0,1037,155
"06037104821","Census Tract 1048.21, Los Angeles County, California","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0016793",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104821",,,"531802","0",3552,2069,0,81,0,0,1402,0
"06037104822","Census Tract 1048.22, Los Angeles County, California","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0016794",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037104822",,,"608706","0",1633,674,13,0,111,17,818,0
"06037106010","Census Tract 1060.10, Los Angeles County, California","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0016795",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106010",,,"2520998","0",2734,1617,225,0,58,0,690,144
"06037106020","Census Tract 1060.20, Los Angeles County, California","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0016796",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106020",,,"2010937","7144",5121,2572,258,15,259,0,1739,278
"06037106111","Census Tract 1061.11, Los Angeles County, California","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0016797",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106111",,,"3814530","12394",4829,2891,395,29,186,0,1111,217
"06037106112","Census Tract 1061.12, Los Angeles County, California","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0016798",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106112",,,"3227646","0",5939,3041,153,35,664,0,1788,258
"06037106113","Census Tract 1061.13, Los Angeles County, California","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0016799",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106113",,,"1438163","0",3429,1230,211,30,169,0,1540,249
"06037106114","Census Tract 1061.14, Los Angeles County, California","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0016800",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106114",,,"1011236","3298",5082,1746,250,24,209,0,2465,388
"06037106403","Census Tract 1064.03, Los Angeles County, California","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0016801",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106403",,,"1105659","0",3320,1442,0,10,50,0,1761,57
"06037106405","Census Tract 1064.05, Los Angeles County, California","Census Tract 1064.05, Los Angeles County, California","ca","140","00","ACSSF","0016802",,,,,"06","037",,,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106405",,,"1170157","0",3553,1460,128,42,369,0,1141,413
"06037106406","Census Tract 1064.06, Los Angeles County, California","Census Tract 1064.06, Los Angeles County, California","ca","140","00","ACSSF","0016803",,,,,"06","037",,,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106406",,,"2084300","923",4982,2622,153,0,569,0,1381,257
"06037106407","Census Tract 1064.07, Los Angeles County, California","Census Tract 1064.07, Los Angeles County, California","ca","140","00","ACSSF","0016804",,,,,"06","037",,,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106407",,,"232127","0",2735,1124,77,6,399,0,1058,71
"06037106408","Census Tract 1064.08, Los Angeles County, California","Census Tract 1064.08, Los Angeles County, California","ca","140","00","ACSSF","0016805",,,,,"06","037",,,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106408",,,"228922","0",3161,1337,13,0,103,0,1552,156
"06037106510","Census Tract 1065.10, Los Angeles County, California","Census Tract 1065.10, Los Angeles County, California","ca","140","00","ACSSF","0016806",,,,,"06","037",,,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106510",,,"5723795","8398",4382,2444,371,0,355,14,1044,154
"06037106520","Census Tract 1065.20, Los Angeles County, California","Census Tract 1065.20, Los Angeles County, California","ca","140","00","ACSSF","0016807",,,,,"06","037",,,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106520",,,"2205894","0",5654,2900,104,0,66,87,2004,493
"06037106603","Census Tract 1066.03, Los Angeles County, California","Census Tract 1066.03, Los Angeles County, California","ca","140","00","ACSSF","0016808",,,,,"06","037",,,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106603",,,"15295060","3978",2970,2025,95,7,603,0,80,160
"06037106604","Census Tract 1066.04, Los Angeles County, California","Census Tract 1066.04, Los Angeles County, California","ca","140","00","ACSSF","0016809",,,,,"06","037",,,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106604",,,"2604059","8851",4645,2193,117,39,161,0,1739,396
"06037106641","Census Tract 1066.41, Los Angeles County, California","Census Tract 1066.41, Los Angeles County, California","ca","140","00","ACSSF","0016810",,,,,"06","037",,,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106641",,,"1135492","0",2322,1720,0,0,466,0,102,34
"06037106642","Census Tract 1066.42, Los Angeles County, California","Census Tract 1066.42, Los Angeles County, California","ca","140","00","ACSSF","0016811",,,,,"06","037",,,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106642",,,"1577595","0",3324,2243,255,22,448,0,158,198
"06037106643","Census Tract 1066.43, Los Angeles County, California","Census Tract 1066.43, Los Angeles County, California","ca","140","00","ACSSF","0016812",,,,,"06","037",,,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106643",,,"4332690","0",4255,3349,193,54,505,0,93,61
"06037106645","Census Tract 1066.45, Los Angeles County, California","Census Tract 1066.45, Los Angeles County, California","ca","140","00","ACSSF","0016813",,,,,"06","037",,,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106645",,,"2527931","0",3393,2284,249,0,618,0,169,73
"06037106646","Census Tract 1066.46, Los Angeles County, California","Census Tract 1066.46, Los Angeles County, California","ca","140","00","ACSSF","0016814",,,,,"06","037",,,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106646",,,"1476213","0",3180,2135,71,0,735,7,93,139
"06037106648","Census Tract 1066.48, Los Angeles County, California","Census Tract 1066.48, Los Angeles County, California","ca","140","00","ACSSF","0016815",,,,,"06","037",,,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106648",,,"792931","0",3823,2485,38,0,122,0,988,190
"06037106649","Census Tract 1066.49, Los Angeles County, California","Census Tract 1066.49, Los Angeles County, California","ca","140","00","ACSSF","0016816",,,,,"06","037",,,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037106649",,,"1108733","0",2556,1250,44,85,605,0,483,89
"06037107010","Census Tract 1070.10, Los Angeles County, California","Census Tract 1070.10, Los Angeles County, California","ca","140","00","ACSSF","0016817",,,,,"06","037",,,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107010",,,"684680","0",3008,1697,3,21,11,0,1149,127
"06037107020","Census Tract 1070.20, Los Angeles County, California","Census Tract 1070.20, Los Angeles County, California","ca","140","00","ACSSF","0016818",,,,,"06","037",,,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037107020",,,"994796","0",5327,2298,0,7,451,10,2381,180
"06037108101","Census Tract 1081.01, Los Angeles County, California","Census Tract 1081.01, Los Angeles County, California","ca","140","00","ACSSF","0016819",,,,,"06","037",,,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108101",,,"1128632","0",2590,1470,209,0,631,12,225,43
"06037108102","Census Tract 1081.02, Los Angeles County, California","Census Tract 1081.02, Los Angeles County, California","ca","140","00","ACSSF","0016820",,,,,"06","037",,,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108102",,,"2183817","0",3680,2051,152,0,1137,132,162,46
"06037108103","Census Tract 1081.03, Los Angeles County, California","Census Tract 1081.03, Los Angeles County, California","ca","140","00","ACSSF","0016821",,,,,"06","037",,,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108103",,,"2563876","0",3568,2107,186,28,1099,0,114,34
"06037108104","Census Tract 1081.04, Los Angeles County, California","Census Tract 1081.04, Los Angeles County, California","ca","140","00","ACSSF","0016822",,,,,"06","037",,,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108104",,,"826021","0",1815,1359,51,0,356,0,4,45
"06037108202","Census Tract 1082.02, Los Angeles County, California","Census Tract 1082.02, Los Angeles County, California","ca","140","00","ACSSF","0016824",,,,,"06","037",,,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037108202",,,"5996865","3024",3827,2111,25,0,1627,0,0,64
"06037109100","Census Tract 1091, Los Angeles County, California","Census Tract 1091, Los Angeles County, California","ca","140","00","ACSSF","0016825",,,,,"06","037",,,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109100",,,"2707544","0",2815,1804,40,53,336,0,360,222
"06037109200","Census Tract 1092, Los Angeles County, California","Census Tract 1092, Los Angeles County, California","ca","140","00","ACSSF","0016826",,,,,"06","037",,,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109200",,,"1193102","0",2516,1433,0,0,568,0,413,102
"06037109300","Census Tract 1093, Los Angeles County, California","Census Tract 1093, Los Angeles County, California","ca","140","00","ACSSF","0016827",,,,,"06","037",,,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109300",,,"1233086","0",2975,1848,80,0,459,0,448,140
"06037109400","Census Tract 1094, Los Angeles County, California","Census Tract 1094, Los Angeles County, California","ca","140","00","ACSSF","0016828",,,,,"06","037",,,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109400",,,"1291624","0",3826,1837,62,9,511,31,1154,222
"06037109500","Census Tract 1095, Los Angeles County, California","Census Tract 1095, Los Angeles County, California","ca","140","00","ACSSF","0016829",,,,,"06","037",,,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109500",,,"1193707","0",4238,2354,247,177,125,0,1309,26
"06037109601","Census Tract 1096.01, Los Angeles County, California","Census Tract 1096.01, Los Angeles County, California","ca","140","00","ACSSF","0016830",,,,,"06","037",,,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109601",,,"2214586","33281",5063,2089,91,41,927,4,1458,453
"06037109603","Census Tract 1096.03, Los Angeles County, California","Census Tract 1096.03, Los Angeles County, California","ca","140","00","ACSSF","0016831",,,,,"06","037",,,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109603",,,"998890","0",4565,1971,235,244,958,0,1046,111
"06037109604","Census Tract 1096.04, Los Angeles County, California","Census Tract 1096.04, Los Angeles County, California","ca","140","00","ACSSF","0016832",,,,,"06","037",,,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109604",,,"1174873","0",3082,1386,51,11,244,6,993,391
"06037109700","Census Tract 1097, Los Angeles County, California","Census Tract 1097, Los Angeles County, California","ca","140","00","ACSSF","0016833",,,,,"06","037",,,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109700",,,"1586858","0",4617,2759,43,0,530,106,1124,55
"06037109800","Census Tract 1098, Los Angeles County, California","Census Tract 1098, Los Angeles County, California","ca","140","00","ACSSF","0016834",,,,,"06","037",,,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037109800",,,"1399405","0",3993,1859,172,10,729,0,944,279
"06037111100","Census Tract 1111, Los Angeles County, California","Census Tract 1111, Los Angeles County, California","ca","140","00","ACSSF","0016835",,,,,"06","037",,,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111100",,,"1059243","0",2666,1432,189,0,517,0,432,96
"06037111201","Census Tract 1112.01, Los Angeles County, California","Census Tract 1112.01, Los Angeles County, California","ca","140","00","ACSSF","0016836",,,,,"06","037",,,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111201",,,"1912806","0",3111,2464,0,0,380,13,145,109
"06037111202","Census Tract 1112.02, Los Angeles County, California","Census Tract 1112.02, Los Angeles County, California","ca","140","00","ACSSF","0016837",,,,,"06","037",,,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111202",,,"1866694","0",5070,3330,144,0,787,0,655,154
"06037111204","Census Tract 1112.04, Los Angeles County, California","Census Tract 1112.04, Los Angeles County, California","ca","140","00","ACSSF","0016838",,,,,"06","037",,,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111204",,,"3294682","16599",6063,4054,448,0,1156,0,332,73
"06037111205","Census Tract 1112.05, Los Angeles County, California","Census Tract 1112.05, Los Angeles County, California","ca","140","00","ACSSF","0016839",,,,,"06","037",,,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111205",,,"1141320","17738",3682,2101,179,38,1226,0,60,78
"06037111206","Census Tract 1112.06, Los Angeles County, California","Census Tract 1112.06, Los Angeles County, California","ca","140","00","ACSSF","0016840",,,,,"06","037",,,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111206",,,"2611196","11547",4500,3104,508,0,618,0,195,75
"06037111302","Census Tract 1113.02, Los Angeles County, California","Census Tract 1113.02, Los Angeles County, California","ca","140","00","ACSSF","0016842",,,,,"06","037",,,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037111302",,,"1552799","0",4410,2406,386,0,1121,0,329,168
"06037113101","Census Tract 1131.01, Los Angeles County, California","Census Tract 1131.01, Los Angeles County, California","ca","140","00","ACSSF","0016844",,,,,"06","037",,,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113101",,,"2262288","2714",3980,2972,56,0,741,0,171,40
"06037113102","Census Tract 1131.02, Los Angeles County, California","Census Tract 1131.02, Los Angeles County, California","ca","140","00","ACSSF","0016845",,,,,"06","037",,,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113102",,,"3656859","16997",3002,2238,185,0,284,0,80,215
"06037113211","Census Tract 1132.11, Los Angeles County, California","Census Tract 1132.11, Los Angeles County, California","ca","140","00","ACSSF","0016846",,,,,"06","037",,,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113211",,,"7279575","3053",4569,3507,93,0,519,0,366,84
"06037113212","Census Tract 1132.12, Los Angeles County, California","Census Tract 1132.12, Los Angeles County, California","ca","140","00","ACSSF","0016847",,,,,"06","037",,,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113212",,,"999825","0",3502,2187,337,9,575,0,316,78
"06037113213","Census Tract 1132.13, Los Angeles County, California","Census Tract 1132.13, Los Angeles County, California","ca","140","00","ACSSF","0016848",,,,,"06","037",,,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113213",,,"1300835","24",4631,2721,275,0,1019,0,507,109
"06037113231","Census Tract 1132.31, Los Angeles County, California","Census Tract 1132.31, Los Angeles County, California","ca","140","00","ACSSF","0016849",,,,,"06","037",,,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113231",,,"4123406","18102",2181,1793,27,11,300,0,10,40
"06037113232","Census Tract 1132.32, Los Angeles County, California","Census Tract 1132.32, Los Angeles County, California","ca","140","00","ACSSF","0016850",,,,,"06","037",,,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US06037113232",,,"2065816","0",3974,2894,63,12,456,23,439,87
